nome_arquivo,texto_extraido,quantidade_palavras,qr_detectado,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,categoria,subpasta,transito,carteira,driver,habilitacao,nome,validade,identidade,cat,hab,cpf,assinatura,portador,transportes,assinado,digital,estadual,infraestrutura,emissor,proibido,plastificar
aug_imagem_1.jpg,"18/] 0/2025
4c DOC IDENTIDADE /
PA10270234 SSP PA

SRA, MARIA EDUARDA CARDOSO

A}",14,0,18,58,22,21,27,178,30,49,105,cnh_fisica,CNH_frente,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_10.jpg,,0,0,30,28,45,21,22,187,22,29,132,cnh_fisica,CNH_frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_100.jpg,"Z NOME E SOBRENOME
SEE APAREC! IDA?",7,0,22,25,187,20,35,22,24,33,125,cnh_fisica,CNH_frente,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_101.jpg,"2e1 NOMEE SOBRENOME

1* HABILITACAO
JOSE MIGUEL FERNANDES | 24/02/2007
3 DATA, LOCAL E UF DE NASCIMENTO

| 26/10/1962, COSTA DAS PEDRAS, GO
4a DATA EMISSAO

be

ONALA

4b VALIDADE ACC
ce | 29/08/2025 I{ 11/07/2030 I aS D
3
&
t=S

Y
Ke}
Seed

(ce DOC. IDENTIDADE / ORG. soe ee

GO77482295 SSP GO
4d. CPF 5 N° REGISTRO 9 CAT. HAB,

| 589.623.174-19 | 10709260782 | Bl
NACIONALIDADE

| BRASILEIRO(A)
FILIAGAO

ASAFE FERREIRA

TO

OLIVIA CAMPOS",78,0,30,42,134,20,33,46,21,24,211,cnh_fisica,CNH_frente,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
aug_imagem_102.jpg,,0,0,20,27,144,24,21,195,22,36,78,cnh_fisica,CNH_frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_103.jpg,"2e1 NOMEE SOBRENOME 1* HABILITACAO.
YAGO MARQUES | 29/11/1997
3 DATA, LOCAL E UF DE NASCIMENTO
4a DATA EMISSAO

oS 4b VALIDADE ACC

ay

Bor | 21/08/2025 I{ 04/05/2032 I aS D
Pet ae

Nex!

RIO

RITOR

(: DOC. IDENTIDADE / ORG. EMISSORT SABE,
AM40527044 SSP AM
4d CPF § N° REGISTRO 9 CAT. HAB.
| 491.385.027-04 If 47646321821 II BE |
atatreier Sle 4 a
BRASILEIRO(A)
FILIACAO

YAGO MOREIRA

HELOISA SALES $

i , \",76,0,18,43,30,29,51,109,21,28,179,cnh_fisica,CNH_frente,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
aug_imagem_104.jpg,"SLICA FEDERAL, oe

STERIC. (OW-INFRAES:
A\NAC Sr rarer

3 DATA, LOCAL E UF DE NASCIMENTO

15/08/2006, VARGAS, PE
ACC

da DATA EMISAO Ab VALIDADE
25/05/2023 07/12/2027, 6) D
JE / ORG. EMISSOR / UF:

dc DOC. IDENTIDAD

PE43761546 SSP PE
4d CPF - BN REGISTRO 9 CAT. HAB: |
619.740.358-75 | 85723884824 | | CIE |
NACIONALIDADE = ¥
BRASILEIRO(A) f

FILIACAO

a.
BRYAN BARROS

PAN MARIA LUISA PORTO a, ~. nt",72,0,37,52,64,20,28,181,25,50,127,cnh_fisica,CNH_frente,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
aug_imagem_105.jpg,"2e1 NOME & SOBRENOME
ANA LIZ MENDONGA

J DATA, LOCAL E UF DE NASCIMENTO
19/10/2006, PEIXOTO DE GOIAS, BA
42 DATA EMISsio

e ] Be no)
23/12/2023 12/09/2031
4c DOC IDENTIDADE / OR:

'G. EMISSOR 7 UF.
BA64051708 ssp BA

BRASILEIRO(A)

NICOLAS CIRINO

MANUELLA MOREIRA",45,0,30,50,103,10,55,14,21,27,178,cnh_fisica,CNH_frente,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
aug_imagem_106.jpg,"RMISO DE CONDUCCION

4"" HABILITAGAO
02/01/2003

2e1 NOME e SOBRENOME:
S.

CIMENTO

HADASSA NAS",14,0,30,58,97,23,78,13,20,31,173,cnh_fisica,CNH_frente,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_107.jpg,,0,0,22,24,194,30,39,78,21,29,148,cnh_fisica,CNH_frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_108.jpg,"OCAL E UF
ROCHA p
fo]

To

965,
48 DATA EMisg
14/07/2092)
4¢ DOC bg

NTIDADE/ 6}
T075649855 scp",19,0,21,29,167,30,53,97,15,54,19,cnh_fisica,CNH_frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
