nome_arquivo,texto_extraido,quantidade_palavras,qr_detectado,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,categoria,subpasta,transito,carteira,driver,habilitacao,nome,validade,identidade,cat,hab,cpf,assinatura,portador,transportes,assinado,digital,estadual,infraestrutura,emissor,proibido,plastificar
aug_imagem_1.jpg,"PUBLICA FEDERATIVA DO

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE/ PERMISO DE = 5

GSSen00 ES
ene

ranonees rinan0ss mae] D
AIO SSP PA

ronaesrsz94 | [asesmoense (A
BRASTEIROU)

rose aRAGIO

‘SRA. MARIA EDUARDA CARDOSO

VALIDA EM TODO 0 TERRITORIO NACIONAL",41,0,60,32,8,63,10,240,17,79,167,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_10.jpg,"PUBLICA FEDERATIVA DO

CARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE/ PERMISO DECONDUCCION

eS ee

22104/1973,SIQUEIRA DE MENDONCA. MA

‘CARLOS EDUARDOTESUS

OLIVIA FONSECA

VALIDA EM TODO 0 TERRITORIO NACIONAL",28,0,16,76,179,64,7,252,60,43,12,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_100.jpg,"PUBLICA FEDERATIVA DO

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE, PERMISO DE a5

GAs,
Decent

aranc2 come) (mma) D
Mosse? 3° MC

610392874-50 120572495032 AL
BRASILEIRO(A)

VALIDA EM TODO 0 TERRITORIO NACIONAL",32,0,17,75,171,66,10,246,60,46,11,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_101.jpg,"VALIDA EM TODO O TERRITORIO NACIONAL

ca RA ee HABILITAGAO / DRIVER LICENSE PERMISO DE mola

2erori362 COSTA DAS EDRAS.GO

(Ses"" (es ~ fee) D

ASAFE FERREIRA

‘OUVIACAMPos",28,0,17,69,170,75,43,12,63,9,245,cnh_digital,CNH_frente,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_102.jpg,"VALIDA EM TODO O TERRITORIO NACIONAL

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE /PERMISO DE CONDUCCION

LS ET

somo, ALVES st
onan )(iomco> | (em) D
reas \(ornssimns dcr
ASTRO)",30,0,17,75,171,70,70,11,66,10,246,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_103.jpg,"VALIDA EM TODO 0 TERRITORIO NACIONAL

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE /PERMISO DE CONDUCCION

(oe (ee)",18,0,17,75,171,66,10,246,60,46,11,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_104.jpg,"\VALIDA EM TODO 0 TERRITORIO MACIONAL

REPUBLICA FEDERATIVA DO BRASIL
MINISTERIO DOS TRANSPORTES
CRETARIA NACIONAL DE TRANSITO

CCARTEIRA NACIONAL DE HABILITAGAO / DRIVER LICENSE, PERMISO DE CONDUCCION

ete Ss IE

BRASILEIRO(A)
[BRYAN BARROS

MARIA LUISA PORTO",36,0,66,10,245,18,64,163,60,39,13,cnh_digital,CNH_frente,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
aug_imagem_105.jpg,"PUBLICA FEDERATIVA DO

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE, PERMISO DE 5

VALIDA EM TODO 0 TERRITORIO NACIONAL",19,0,66,10,246,70,70,11,17,75,171,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_106.jpg,"VALIDA EM TODO 0 TERRITORIO NACIONAL

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE /PERMISO DE CONDUCCION

Ee EES OF

1990172004, 0USA, TO

ninsea—)(2omann _ ) (a) D

LEORODRIGUES

HADASSA NASCIMENTO",30,0,70,70,11,17,75,171,66,10,246,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
aug_imagem_107.jpg,"VALIDA EM TODO 0 TERRITORIO NACIONAL

CCARTEIRA NACIONAL DE HABILITACAO / DRIVER LICENSE /PERMISO DE CONDUCCION

ee SE",18,0,75,51,10,16,76,172,66,10,246,cnh_digital,CNH_frente,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
